Nazwa;Cena z podatkiem;Kategoria;Ilość;URL zdjecia;Opis
Olewnik Pieczona krakowska z szynki 90 g;6.79;Kiełbasy;30;http://localhost/img/p/olewnik-pieczona-krakowska-z-szynki-90-g-lhjcqn.png;" 
        Olewnik
    

ze 143 g mięsa 100 g produktu
15 sztuk cienkich plastrów
suszona minimum 100 godzin
źródło białka


        Pieczona krakowska z szynki. Kiełbasa wieprzowa, grubo rozdrobniona, wędzona, parzona, suszona, pieczona, w plastrach.
    
"
Carrefour Targ Świeżości Schab Harnasia 80 g;7.0;Wędliny, kiełbasy;30;http://localhost/img/p/schab-harnasia-80g-e2jlgi.png;" 
        Carrefour
    

na 100 g wyrobu użyto 119 g mięsa wieprzowego
bez dodatku fosforanów
bez dodatku wzmacniaczy smaku
jakość kontrolowana


        Schab Harnasia. Wędzonka wieprzowa, wędzona, parzona.
    
"
Carrefour Targ Świeżości Salami Rosette 60 g;6.5;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-salami-rosette-60-g-i472bu.png;" 
        Carrefour
    

        Salami Rosette. Kiełbasa wieprzowa, średniorozdrobniona, surowa, dojrzewająca, plastrowana.
    
"
Wein Boczek szwarcwaldzki 80 g;8.79;Wędzonki plastry;30;http://localhost/img/p/wein-boczek-szwarcwaldzki-80-g-hkl2td.png;" 
        Wein
    

        Produkt bezglutenowy, nie zawiera laktozy, nie zawiera dodatku wzmacniaczy smaku ani barwników.}
    

wędzony drewnem jałowca i jodłowym


        Oryginalny Szwarcwaldzki Boczek. Produkt wędzony dymem drewna jodłowego, dojrzewający.
    
"
Tarczyński Parówki premium z fileta z kurczaka 180 g (2 x 90 g);5.99;Parówki drobiowe;30;http://localhost/img/p/tarczynski-parowki-z-fileta-z-kurczaka-180-g-2-x-90-g-oqbm9g.png;" 
        Tarczyński
    

90 % mięsa
bez dodatku glutaminianów, fosforanów, barwników
produkt bezglutenowy


        Parówki z fileta z kurczaka. Wyrób drobiowy, homogenizowany, wędzony, parzony.
    
"
Tarczyński Kabanosy wieprzowe Extra wysuszone 130 g;9.99;Kabanosy;30;http://localhost/img/p/tarczynski-kabanos-wieprzowy-extra-130-g-ses7v5.png;" 
        Tarczyński
    

        Dzięki długiemu suszeniu nasze kabanosy Extra uzyskują idealną kruchość, aromat i ten legendarny smak}
    

155 g mięsa na 100 g produktu
bez dodatku glutaminianów, barwników, fosforanów
długo suszone dla smaku
można przechowywać poza lodówką
wędzone dymem olchowo-bukowym
produkt bezglutenowy


        Wyrób wieprzowy, średnio rozdrobniony, wędzony, parzony, suszony.
    
"
Tarczyński Roślinne kabanosy Go! oryginalne 40 g;4.39;Kabanosy;30;http://localhost/img/p/tarczynski-roslinne-kabanosy-go-oryginalne-40-g-3g2148.png;"Tarczyński
Takie, jak lubisz, ale rośl-inne.
Poznaj wyrazisty smak i wyjątkową kruchość naszych kabanosów przygotowanych dla Ciebie z roślin.
Wiemy, że świat potrzebuje nowych źródeł białka, dlatego stworzyliśmy kabanosy rośl-inne bez dodatku konserwantów o wysokiej zawartości protein oraz bogate w błonnik.}

wysoka zawartość białka
źródło witaminy B12 i żelaza
bez dodatku konserwantów
bez kęsa mięsa
bez GMO
soja bez GMO, burak, przyprawy

Roślinne kabanosy oryginalne Go! Wyrób roślinny na bazie białka sojowego, wędzony, parzony, suszony.
"
Carrefour Targ Świeżości Kiełbasa sucha z orzechami laskowymi 60 g;7.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-kielbasa-sucha-z-orzechami-laskowymi-60-g-6mjkr4.png;" 
        Carrefour
    

65 % mniej plastiku


        Kiełbasa wieprzowa z dodatkiem 5 % orzechów laskowych średniorozdrobniona, surowa, suszona, dojrzewająca, plastrowana.
    
"
Carrefour Targ Świeżości Szynka z wieprza 80 g;7.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-szynka-z-wieprza-80-g-80d47l.png;" 
        Carrefour
    

na 100 g wyrobu użyto 106 g szynki wieprzowej
bez dodatku wzmacniaczy smaku
bez dodatku stabilizatorów
bez dodatku sztucznych barwników
jakość kontrolowana


        Szynka z wieprza. Wędzonka wieprzowa, wędzona, parzona.
    
"
SZYNKA KONSERWOWA 200g;8.39;Szynki plastry;30;http://localhost/img/p/szynka-konserwowa-200g-utl60u.png;"mięśnie szynki wieprzowej 72%, woda, sól, cukier, przyprawy i ich ekstrakty, aromaty, BIAŁKO SOJOWE,, białko wieprzowe, stabilizatory (difosforany, trifosforany, polifosforany), substancje zagęszczające (karagen, mączka chleba świętojańskiego, guma ksantanowa), przeciwutleniacze (askorbinian sodu, izoaskorbinian sodu), wzmacniacz smaku (glutaminian monosodowy), regulator kwasowości (kwas cytrynowy, cytrynian sodu), substancja konserwująca (azotyn sodu), barwnik (karmel). Produkt może zawierać: GLUTEN, BIAŁKA MLEKA Z LAKTOZĄ, SELER, GORCZYCĘ, DWUTLENEK SIARKI.

Oznakowanie alergenów: wielkimi literami"
Nasze Rarytasy Salami wyborowe 250 g;13.39;Salami;30;http://localhost/img/p/nasze-rarytasy-salami-wyborowe-250-g-f7lgaj.png;"

        Nadające się do recyklingu
    

        Kiełbasa wieprzowo-wołowa, drobno rozdrobniona, surowa, wędzona, suszona, dojrzewająca, w osłonce niejadalnej.
    
"
Carrefour Targ Świeżości Salami meksykańskie 55 g;4.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salami-meksykanskie-55-g-e6jfpc.png;" 
        Carrefour
    

jakość kontrolowana


        Salami meksykańskie. Kiełbasa wieprzowo-wołowa, surowa, długodojrzewająca, plastrowana.
    
"
Tarczyński Kabanosy Exclusive wołowe z wieprzowiną 90 g;6.39;Kabanosy;30;http://localhost/img/p/tarczynski-kabanos-exclusive-wolowy-z-dodatkiem-wieprzowiny-90-g-rghik6.png;" 
        Tarczyński
    

        Zdaniem wielu najlepsza mięsna przekąska na świecieTak wysuszone, że nie wymagają przechowywania w lodówce! Możesz mieć te pyszne kabanosy zawsze przy sobie.podróż, praca, wycieczka, szkoła, film, imprezaCzy wiesz, że... najwyższej jakości mięso jest źródłem:dobrze przyswajalnego białka, żelaza, witaminy B12}
    

pyszna przekąska
180 g mięsa na 100 g produktu
bez dodatku glutaminianów, barwników, fosforanów


        Wyrób wołowo-wieprzowy, drobno rozdrobniony, wędzony, parzony, suszony.
    
"
Madej Wróbel Kiełbasa extra sucha z indykiem 300 g;17.29;Kiełbasy;30;http://localhost/img/p/madej-wrobel-kielbasa-extra-sucha-z-indykiem-300-g-11aigk.png;" 
        Madej Wróbel
    

100 g ze 128 g mięsa
bez dodanych fosforanów
bez glutaminianu sodu


        Kiełbasa drobiowo-wieprzowa średnio rozdrobniona, wędzona, parzona, suszona.
    
"
Madej Wróbel Schab pieczony 90 g;6.49;Wędzonki plastry;30;http://localhost/img/p/madej-wrobel-schab-pieczony-90-g-m4ecrh.png;Schab wieprzowy parzony, pieczony, w plastrach.
Berlinki Parówki z kurczaka 250 g;6.99;Parówki drobiowe;30;http://localhost/img/p/berlinki-parowki-z-kurczaka-250-g-kcto9h.png;" 
        Berlinki
    

        Berlinki z kurcząt tworzymy z wyselekcjonowanego mięsa drobiowego i unikalnej mieszanki przypraw.}
    

lekkie opakowanie - tylko 5 gramów plastiku
unikalna receptura
wysoka jakość mięsa
sekretna mieszanka przypraw
delikatnie parzone i wędzone


        Berlinki z kurcząt kiełbasa kurczęca homogenizowana wędzona parzona w osłonce niejadalnej.
    
"
SMALCZYK WIEJSKI 220g;6.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/smalczyk-wiejski-220g-sfbkot.png;"


 
w 100 g




Wartość energetyczna
kJ


Wartość energetyczna
kcal


Tłuszcz
g


w tym kwasy tłuszczowe nasycone
g


Węglowodany
g


w tym cukry
g


Błonnik
g


Białko
g


Sól
g



"
Balcerzak Kiełbasa sucha jak ze wsi 120 g ;6.89;Kiełbasy;30;http://localhost/img/p/balcerzak-kielbasa-sucha-jak-ze-wsi-120-g-m1m4rc.png;" 
        Balcerzak
    

100 g produktu wytworzono ze 120 g mięsa wieprzowego
bez dodatku glutaminianu sodu
bez dodatku fosforanów
wyłącznie naturalne przyprawy
produkt bezglutenowy


        Kiełbasa sucha jak ze wsi. Kiełbasa wieprzowa, grubo rozdrobniona, wędzona, parzona, suszona, w plastrach.
    
"
Tarczyński Parówki premium z szynki 220 g (2 x 110 g);6.49;Parówki mięsne;30;http://localhost/img/p/tarczynski-parowki-z-szynki-220-g-2-x-110-g-ocefcu.png;" 
        Tarczyński
    

95 % mięsa
bez dodatku glutaminianów, fosforanów, barwników
produkt bezglutenowy


        Parówki z szynki. Wyrób wieprzowy, homogenizowany, wędzony, parzony.
    
"
Morliny Kiełbasa podwawelska 520 g;12.99;Kiełbasy mięsne;30;http://localhost/img/p/morliny-kielbasa-podwawelska-520-g-9t85v3.png;" 
        Morliny
    

80 % mięsa wieprzowego


        Kiełbasa wieprzowa średnio rozdrobniona, wędzona, parzona.
    
"
Berlinki Parówki jalapeño 250 g;6.29;Parówki mięsne;30;http://localhost/img/p/berlinki-parowki-jalapeno-250-g-tld6b3.png;" 
        Berlinki
    

        Berlinki jalapeño: kiełbasa wieprzowa homogenizowana wędzona parzona w osłonce niejadalnej.
    
"
Sokołów Gold Kiełbasa krakowska sucha 100 g;10.99;Kiełbasy;30;http://localhost/img/p/sokolow-gold-kielbasa-krakowska-sucha-100-g-ho84s7.png;" 
        Sokołów
    

        Kiełbasa wieprzowo-wołowa, grubo rozdrobniona, wędzona, parzona, suszona, plastrowana.
    
"
Madej Wróbel Kiełbasa krucha z galaretką 300 g;13.99;Kiełbasy mięsne;30;http://localhost/img/p/madej-wrobel-kielbasa-krucha-z-galaretka-300-g-p1psds.png;" 
        Madej Wróbel
    

100 g ze 109 g mięsa


        Kiełbasa wieprzowa średnio rozdrobniona wędzona, parzona.
    
"
Carrefour Targ Świeżości Mielonka wieprzowa z Naszej Wędzarni 100 g;3.9;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-mielonka-wieprzowa-z-naszej-wedzarni-100-g-rs9tfs.png;" 
        Carrefour
    

Produkt polski
bez dodatku glutaminianu monosodowego
bez dodatku fosforanów
bez dodatku barwników


        Mielonka plastry. Kiełbasa wieprzowa, średnio rozdrobniona, parzona.
    
"
Carrefour Targ Świeżości Krakowska sucha z indyka 0,080 kg;5.5;Kiełbasy drobiowe;30;http://localhost/img/p/carrefour-targ-swiezosci-krakowska-sucha-z-indyka-80-g-kr6in3.png;" 
        Carrefour
    

jakość kontrolowana


        Krakowska sucha z indyka - plastry. Kiełbasa drobiowa grubo rozdrobniona, wędzona, parzona, suszona, plastrowana.
    
"
SMACZEK KONSERWOWY 300g;8.29;Szynki mięsne;30;http://localhost/img/p/smaczek-konserwowy-300g-md0tv7.png;Doskonała przekąska, ale także idealny składnik kanapek.
Salumi Villani Prosciutto Di Parma Szynka parmeńska 100 g;31.39;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-prosciutto-di-parma-szynka-parmenska-100-g-7dlh64.png;" 
        Salumi Villani
    

        Nie zawiera glutenu ani pochodnych mleka. Bez dodatków azotanów i azotynów.}
    

        Szynka parmeńska 16M ChNP. Dojrzewająca w tradycyjnych piwnicach przez okres co najmniej 16 miesięcy.
    
"
Szynka ze świniobicia 80g;6.5;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/szynka-ze-swiniobicia-80g-e10qmr.png;Na 100 g wyrobu użyto 107 g szynki wieprzowej. - bez dodatku fosforanów - bez dodatku wzmacniaczy smaku
Carrefour Targ Świeżości Salceson biały 75 g;3.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salceson-bialy-75-g-h43h2v.png;" 
        Carrefour
    

jakość kontrolowana


        Salceson biały. Wyrób podrobowy, parzony, plastrowany.
    
"
Tarczyński Kabanosy Exclusive Go! wieprzowe 50 g;3.99;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/tarczynski-kabanos-exclusive-go-wieprzowy-50-g-sqvcmt.png;" 
        Tarczyński
    

        Tak wysuszone, że nie wymagają przechowywania w lodówce! Możesz mieć te pyszne kabanosy zawsze przy sobie.podróż, praca, wycieczka, szkoła, filmCzy wiesz, że... najwyższej jakości mięso jest źródłem:dobrze przyswajalnego białka, żelaza, witaminy B12Zdaniem wielu najlepsza mięsna przekąska na świecie}
    

pyszna przekąska
185 g mięsa na 100 g produktu
bez dodatku glutaminianów, barwników, fosforanów


        Wyrób wieprzowy, drobno rozdrobniony, wędzony, parzony, suszony.
    
"
Tarczyński Kabanosy wędzone wieprzowe 220 g;11.99;Kabanosy;30;http://localhost/img/p/tarczynski-kabanosy-wedzone-wieprzowe-220-g-gebofp.png;"

aż 5 metrów
źródło białka


        Wyrób wieprzowy, średnio rozdrobniony, wędzony, parzony, suszony.
    
"
Tarczyński Kabanosy wędzone drobiowe z dodatkiem wieprzowiny 220 g;11.99;Kabanosy;30;http://localhost/img/p/tarczynski-kabanosy-wedzone-drobiowe-z-dodatkiem-wieprzowiny-220-g-ka0fei.png;" 
        Tarczyński
    

aż do 5 metrów
źródło białka


        Wyrób drobiowo - wieprzowy, drobno rozdrobniony, wędzony, parzony, suszany.
    
"
Krakus Kabanos drobiowo-wieprzowy 150 g;15.39;Kabanosy;30;http://localhost/img/p/krakus-kabanos-drobiowo-wieprzowy-150-g-8dhogm.png;" 
        Krakus
    

klasyczny
ekstra kruchy
wędzone dymem olchowo-bukowym
bez glutaminianu monosodowego
bez sztucznych barwników


        Kiełbasa drobiowo - wieprzowa, średnio rozdrobniona, wędzona, parzona, suszona.
    
"
Berlinki Parówki Machos à la kabanos 250 g;6.29;Parówki mięsne;30;http://localhost/img/p/berlinki-parowki-machos-a-la-kabanos-250-g-okm3u3.png;" 
        Berlinki
    

        Berlinki Machos to produkt z dużymi kawałkami mięsa i aromatycznymi przyprawami. Do zjedzenia zarówno na ciepło, jak i na zimno.}
    

lekkie opakowanie - tylko 5 gramów plastiku
unikalna receptura
wysoka jakość mięsa
sekretna mieszanka przypraw
delikatnie parzone i wędzone


        Berlinki Machos à la kabanos. Kiełbasa wieprzowa średnio rozdrobniona wędzona parzona w osłonce niejadalnej.
    
"
Tarczyński Kabanosy klasyczne wieprzowe 300 g;12.49;Kabanosy;30;http://localhost/img/p/tarczynski-kabanosy-klasyczne-wieprzowe-300-g-i3tf9d.png;" 
        Tarczyński
    

        Zdaniem wielu najlepsza mięsna przekąska na świecieCzy wiesz, że... najwyższej jakości mięso jest źródłem:dobrze przyswajalnego białka, żelaza, witaminy B12}
    

idealne do posiłku
bez dodatku fosforanów, barwników
produkt bezglutenowy


        Wyrób wieprzowy, średnio rozdrobniony, wędzony, parzony, suszony.
    
"
BOCZEK ROLOWANY 150g;7.39;Szynki, wędzonki, boczki, mielonki;30;http://localhost/img/p/boczek-rolowany-150g-n7fkb9.png;Doskonała przekąska, ale także idealny składnik kanapek.
Carrefour Targ Świeżości Schab ze świniobicia 80 g;6.0;Wędliny, kiełbasy;30;http://localhost/img/p/schab-ze-swiniobicia-80g-t3d4jb.png;" 
        Carrefour
    

na 100 g wyrobu użyto 107 g schabu wieprzowego
bez dodatku fosforanów
bez dodatku wzmacniaczy smaku
jakość kontrolowana


        Wędzonka wieprzowa, wędzona, parzona.
    
"
Carrefour Targ Świeżości Tyrolska z indyka 0,080 kg;5.5;Szynki drobiowe;30;http://localhost/img/p/carrefour-targ-swiezosci-szynka-konserwowa-z-indyka-80-g-1oqhv9.png;" 
        Carrefour
    

jakość kontrolowana


        Szynka konserwowa z indyka - plastry. Produkt drobiowy, z połączonych kawałków mięsa, parzony, plastrowany. Produkt zawiera wodę dodaną.
    
"
Tarczyński Parówki premium z fileta z indyka 160 g (2 x 80 g);6.49;Parówki drobiowe;30;http://localhost/img/p/tarczynski-parowki-z-fileta-z-indyka-160-g-2-x-80-g-4ebtoi.png;" 
        Tarczyński
    

90 % mięsa
bez dodatku glutaminianów, fosforanów, barwników
produkt bezglutenowy


        Parówki z fileta z indyka. Wyrób drobiowy, homogenizowany, wędzony, parzony.
    
"
Carrefour Bio Salami Spianata 70 g;14.8;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-bio-salami-spianata-70-g-lsvgt1.png;" 
        Carrefour
    

130 g mięsa na 100 g produktu
jakość kontrolowana


        Kiełbasa wieprzowa średniorozdrobniona, surowa, dojrzewająca w plastrach.
    
"
KURCZAK GOTOWANY 150g;7.19;Polędwice drobiowe;30;http://localhost/img/p/kurczak-gotowany-150g-kabfdk.png;Doskonała przekąska, ale także idealny składnik kanapek.
Carrefour Targ Świeżości Salceson czarny 75 g ;3.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salceson-czarny-75-g-nupq6j.png;" 
        Carrefour
    

jakość kontrolowana


        Salceson czarny. Wyrób podrobowy, parzony, plastrowany.
    
"
Carrefour Classic Kiełbasa gospodarza 300 g;11.49;Kiełbasy mięsne;30;http://localhost/img/p/nasze-rarytasy-kielbasa-gospodarza-300-g-e04mfm.png;" 
        Carrefour
    

na 100 g produktu 120 g mięsa
jakość kontrolowana


        Kiełbasa gospodarza. Kiełbasa wieprzowa, średnio rozdrobniona, parzona, wędzona, pieczona.
    
"
Olewnik Kabanosy wieprzowe z filetem kurczaka 105 g;9.99;Kabanosy;30;http://localhost/img/p/olewnik-kabanosy-z-filetem-z-kurczaka-105-g-prru8k.png;" 
        Olewnik
    

        Okazja czyni przekąskę doskonałą! Idealne w podróży, na rower, w pracy i podczas wędrówki.}
    

rwiesz i jesz!
ze 150 g mięsa/100 g produktu
wędzone dla smaku
źródło białka
bez dodatku glutaminianu monosodowego, fosforanów
33 % mniej folii*
**Nowe opakowania to 1/3 mniej folii i 1/3 więcej korzyści dla środowiska. Cieńsza folia i mniejsze opakowanie pozwoliły zmniejszyć zużycie materiałów niebiodegradowalnych o ponad 30 %. Razem troszczymy się o środowisko


        Kiełbasa wieprzowo-drobiowa, drobno rozdrobniona, wędzona, parzona, suszona.
    
"
Salumi Villani Prosciutto Cotto Alta Qualita Wysokiej jakości szynka gotowana 110 g;27.59;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-prosciutto-cotto-alta-qualita-wysokiej-jakosci-szynka-gotowana-110-g-g1t3qi.png;" 
        Salumi Villani
    

        Delikatna i smaczna. Tradycyjny przepis i naturalne przyprawy.Bez glutenu i pochodnych mleka.}
    
"
Carrefour Targ Świeżości Kiełbasa szynkowa z Naszej Wędzarni 100 g;5.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-kielbasa-szynkowa-z-naszej-wedzarni-100-g-kdju1q.png;" 
        Carrefour
    

Produkt polski
bez dodatku glutaminianu monosodowego
bez dodatku fosforanów
bez dodatku barwników


        Szynkowa plastry. Kiełbasa wieprzowa, grubo rozdrobniona, parzona.
    
"
Carrefour Targ Świeżości Kabanosy drobiowo-wieprzowe 50 g;3.5;Kabanosy;30;http://localhost/img/p/mc-kabanosy-drob-wp-50g-m61a21.png;" 
        Carrefour
    

3,00 zł - zyskuj na okrągło
jakość kontrolowana


        Kiełbasa drobiowo-wieprzowa, drobno rozdrobniona, wędzona, parzona, suszona.
    
"
MORTADELLA 100g;9.89;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/mortadella-100g-ofv96l.png;Tradycyjny składnik kuchni Bolonii i całego regionu. Posiada wyjątkowy i niepodrabialny smak i aromat.
Tarczyński Roślinne parówki z białkiem jaja 200 g (2 x 100 g);7.59;Parówki inne;30;http://localhost/img/p/tarczynski-roslinne-parowki-z-bialkiem-jaja-200-g-2-x-100-g-ub2l5e.png;" 
        Tarczyński
    

        Takie jak lubisz, ale rośl-inne.Wiemy, że świat potrzebuje nowych źródeł białka, dlatego przygotowaliśmy parówki roślinne bez dodatku konserwantów, o wysokiej zawartości protein oraz bogate w błonnik.}
    

oryginalne
źródło białka
źródło żelaza i witaminy B12
bez dodatku konserwantów
bez kęsa mięsa


        Parówki roślinne z białkiem jaja. Wyrób roślinny z białkiem jaja kurzego, homogenizowany, wędzony, parzony.
    
"
Morliny Kiełbaski z kurczaka 360 g;11.69;Kiełbasy;30;http://localhost/img/p/morliny-kielbaski-z-kurczaka-360-g-sdmtcl.png;" 
        Morliny
    

idealne na grilla
91 % miesa


        Kiełbaski z kurczaka. Kiełbasa drobiowa, średnio rozdrobniona, wędzona, parzona.
    
"
Carrefour Targ Świeżości Kiełbasa krakowska z Naszej Wędzarni 100 g;6.0;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-kielbasa-krakowska-z-naszej-wedzarni-100-g-k7e55p.png;" 
        Carrefour
    

Produkt polski
bez dodatku glutaminianu monosodowego
bez dodatku fosforanów
bez dodatku barwników


        Krakowska plastry. Kiełbasa wieprzowa, grubo rozdrobniona, suszona, wędzona, parzona, pieczona.
    
"
Tarczyński Krakowska sucha z szynki Extra wysuszona 330 g;18.29;Kiełbasy;30;http://localhost/img/p/tarczynski-krakowska-sucha-z-szynki-extra-wysuszona-330-g-c2i2f8.png;" 
        Tarczyński
    

        Dzięki długiemu suszeniu nasze kiełbasy Extra uzyskują idealny smak i aromat}
    

bez dodatku konserwantów
bez dodatku: glutaminianów, barwników, fosforanów
produkt bezglutenowy


        Krakowska sucha z szynki. Wyrób wieprzowy, grubo rozdrobniony, wędzony, parzony, suszony.
    
"
Carrefour Targ Świeżości Szynka francuska 60 g;7.5;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/carrefour-targ-swiezosci-szynka-francuska-60-g-krqhi9.png;" 
        Carrefour
    

        Szynka francuska. Szynka wieprzowa surowa, suszona, dojrzewająca, plastrowana.
    
"
Legado Kiełbasa Chorizo Iberico plastry 75 g;13.99;Salami;30;http://localhost/img/p/legado-kielbasa-chorizo-iberico-plastry-75-g-gc7j97.png;" 
        Legado
    

        Kiełbasa Chorizo Iberico plastry. Produkt wędzony, utwardzony, pikantny.
    
"
Morliny Kiełbasa zwyczajna 700 g;21.49;Kiełbasy białe i grillowe;30;http://localhost/img/p/morliny-kielbasa-zwyczajna-700-g-6l7gtn.png;" 
        Morliny
    

pyszna również prosto z patelni
smakowita z grilla
hermetyczne opakowanie przedłuża trwałość


        Kiełbasa zwyczajna. Wieprzowa, średnio rozdrobniona, wędzona, parzona.
    
"
SZYNKA GOTOWANA 100g;14.79;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/szynka-gotowana-100g-2qh780.png;Jest najpopularniejszą szynką delikatesową we Włoszech, wykorzystywana do kanapek, pizzy i sałatek.
FUET EXTRA 150 g;14.29;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/fuet-extra-150-g-joubdi.png;Wyprodukowano w Hiszpanii z mięsa pochodzącego z UE. Pakowano w atmosferze ochronnej.
Berlinki Parówki pepperoni 250 g;6.29;Parówki mięsne;30;http://localhost/img/p/berlinki-parowki-pepperoni-250-g-lanvt9.png;" 
        Berlinki
    

lekkie opakowanie tylko 5 gramów plastiku
unikalna receptura
wysoka jakość mięsa
sekretna mieszanka przypraw
delikatnie parzone i wędzone


        Berlinki pepperoni: kiełbasa wieprzowa homogenizowana wędzona parzona w osłonce niejadalnej.
    
"
Salumi Villani Pancetta Carbonara Boczek naturalnie wędzony 120 g;23.29;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-pancetta-carbonara-boczek-naturalnie-wedzony-120-g-8t61rr.png;" 
        Salumi Villani
    

        Bez glutenu i pochodnych mleka.}
    

        Boczek naturalnie wędzony drzewem bukowym.

    
"
Salami z pieprzem mielonym 100 g;5.7;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salami-z-pieprzem-mielonym-100-g-jj2ugm.png;Tradycyjne niemieckie wysokiej jakości salami z dodatkiem różnorodnych przypraw
Olewnik Kabanosy wieprzowe z cielęciną 105 g;9.3;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/olewnik-kabanosy-z-cielecina-105-g-rb423p.png;" 
        Olewnik
    

        Okazja czyni przekąskę doskonałą! Idealne w podróży, na rower, w pracy i podczas wędrówki.}
    

rwiesz i jesz!
ze 150 g mięsa/100 g produktu
wędzone dla smaku
źródło białka
bez dodatku glutaminianu monosodowego, fosforanów
33 % mniej folii**
**Nowe opakowania to 1/3 mniej folii i 1/3 więcej korzyści dla środowiska. Cieńsza folia i mniejsze opakowanie pozwoliły zmniejszyć zużycie materiałów niebiodegradowalnych o ponad 30%. Razem troszczymy się o środowisko


        Kiełbasa wieprzowo-cielęca, drobno rozdrobniona, wędzona, parzona, suszona.
    
"
Tarczyński Kabanosy drobiowe Extra wysuszone z wieprzowiną 130 g;9.99;Kabanosy;30;http://localhost/img/p/tarczynski-kabanos-drobiowy-extra-z-dodatkiem-wieprzowiny-130-g-3n4miq.png;" 
        Tarczyński
    

        Dzięki długiemu suszeniu nasze kabanosy Extra uzyskują idealną kruchość, aromat i ten legendarny smak}
    

150 g mięsa na 100 g produktu
bez dodatku glutaminianów, barwników, fosforanów
długo suszone dla smaku
można przechowywać poza lodówką
wędzone dymem olchowo-bukowym
produkt bezglutenowy


        Wyrób drobiowo-wieprzowy, średnio rozdrobniony, wędzony, parzony, suszony.
    
"
PASZTETOWA WĘDZONA 200 g;5.07;Pasztety, pasztetowe;30;http://localhost/img/p/pasztetowa-wedzona-200-g-os9uvk.png;"mięso wieprzowe 55%, tłuszcz wieprzowy, wątroba wieprzowa 17%, woda, sól, przyprawy (zawierają, GORCZYCĘ), warzywa suszone (zawierają, SELER), wzmacniacz smaku: glutaminian monosodowy, ekstrakty przypraw, emulgator: mono i diglicerydy kwasów tłuszczowych, błonnik PSZENNY bezglutenowy, mąka ryżowa, substancja zagęszczająca: karagen, glukoza, LAKTOZA Z MLEKA, BIAŁKA MLEKA, przeciwutleniacz: askorbinian sodu, aromat dymu wędzarniczego, substancja konserwująca: azotyn sodu. Produkt może zawierać: ZBOŻA ZAWIERAJĄCE GLUTEN (PSZENNY, OWSIANY), SOJĘ, JAJA.
Oznakowanie alergenów: wielkimi literami"
BezMięsny Bezmięsna szynka czosnkowa 120 g;7.99;Szynki plastry;30;http://localhost/img/p/bezmiesny-bezmiesna-szynka-czosnkowa-120-g-rirgqh.png;" 
        BezMięsny
    

        Bezmięsna Szynka Czosnkowa świetnie sprawdzi się jako dodatek do kanapek i sałatekProdukt odpowiedni dla wegetarian i wegan}
    

roślinna alternatywa dla mięsa
wysoka zawartość białka i źródło błonnika
bez cholesterolu
bez sztucznych barwników


        Produkt roślinny na bazie białka pszennego i ciecierzycy. Produkt roślinny na bazie białka pszennego i ciecierzycy.
    
"
Salumi Villani Prosciutto Crudo Pastorello Szynka dojrzewająca 110 g;27.49;Wędliny, kiełbasy pakowane;30;http://localhost/img/p/salumi-villani-prosciutto-crudo-pastorello-szynka-dojrzewajaca-110-g-qmdrl0.png;" 
        Salumi Villani
    

        Produkt w 100% naturalny: bez konserwantów.Bez glutenu i pochodnych mleka. Bez konserwantów.}
    
"
Elpozo Hiszpańskie Fuetec 170 g;16.39;Salami;30;http://localhost/img/p/elpozo-hiszpanskie-fuetec-170-g-mufop4.png;" 
        Elpozo
    

        Hiszpańskie „Fuetec""
    
"
Sokołów Szynka Basiuni extra 140 g;6.69;Szynki plastry;30;http://localhost/img/p/sokolow-szynka-basiuni-extra-140-g-nfvh6s.png;" 
        Sokołów
    

produkt bezglutenowy


        Wędzonka wieprzowa, parzona, ciemno wędzona, plastrowana. Zawiera wodę dodaną.
    
"
